76922168_L_CC_1|[1107.0, 1470.0, 1833.0, 2196.0, 2559.0]|1107|1792|2560
76830761_L_CC_1|[603.0, 1284.0, 1965.0, 2646.0, 3327.0]|603|2180|3328
75284607_R_CC_1|[0.0, 437.0, 874.0, 1310.0, 1747.0]|1748|1808|3328
75496803_R_CC_1|[0.0, 389.0, 778.0, 1166.0, 1555.0]|1556|2220|3328
3550095_L_CC_1|[959.0, 1551.0, 2143.0, 2735.0, 3327.0]|959|2232|3328
5203107_R_CC_1|[0.0, 354.0, 708.0, 1061.0, 1415.0]|1416|1736|2560
76000235_L_CC_1|[1095.0, 1461.0, 1827.0, 2193.0, 2559.0]|1095|1664|2560
76077579_L_CC_1|[1491.0, 1950.0, 2409.0, 2868.0, 3327.0]|1491|2480|3328
76716530_R_CC_1|[0.0, 486.0, 972.0, 1457.0, 1943.0]|1944|2032|3328
75077269_R_CC_1|[0.0, 502.0, 1004.0, 1505.0, 2007.0]|2008|2328|3328
4093196_L_CC_1|[1615.0, 1851.0, 2087.0, 2323.0, 2559.0]|1615|1708|2560
75052546_R_CC_1|[0.0, 328.0, 656.0, 983.0, 1311.0]|1312|1648|2560
76902975_R_CC_1|[0.0, 465.0, 930.0, 1394.0, 1859.0]|1860|2528|3328
76543900_R_CC_1|[0.0, 337.0, 674.0, 1010.0, 1347.0]|1348|2228|3328
75562613_R_CC_1|[0.0, 762.0, 1524.0, 2285.0, 3047.0]|3048|2540|3328
3672677_R_CC_1|[0.0, 414.0, 828.0, 1241.0, 1655.0]|1656|1808|3328
76823791_L_CC_1|[691.0, 1350.0, 2009.0, 2668.0, 3327.0]|691|1804|3328
4719636_L_CC_1|[1131.0, 1488.0, 1845.0, 2202.0, 2559.0]|1131|1656|2560
76231778_R_CC_1|[0.0, 355.0, 710.0, 1064.0, 1419.0]|1420|2356|3328
75588235_R_CC_1|[0.0, 414.0, 828.0, 1241.0, 1655.0]|1656|1852|2560
75580998_L_CC_1|[1463.0, 1929.0, 2395.0, 2861.0, 3327.0]|1463|2016|3328
5175799_R_CC_1|[0.0, 619.0, 1238.0, 1856.0, 2475.0]|2476|2360|3328
4696017_L_CC_1|[1611.0, 1848.0, 2085.0, 2322.0, 2559.0]|1611|1476|2560
4745709_L_CC_1|[1307.0, 1812.0, 2317.0, 2822.0, 3327.0]|1307|1920|3328
4453171_L_CC_1|[1603.0, 2034.0, 2465.0, 2896.0, 3327.0]|1603|1988|3328
4261367_R_CC_1|[0.0, 583.0, 1166.0, 1748.0, 2331.0]|2332|2276|3328
76323537_R_CC_1|[0.0, 385.0, 770.0, 1154.0, 1539.0]|1540|1696|2560
76718510_R_CC_1|[0.0, 454.0, 908.0, 1361.0, 1815.0]|1816|1820|3328
75016013_R_CC_1|[0.0, 481.0, 962.0, 1442.0, 1923.0]|1924|1800|3328
76289019_R_CC_1|[0.0, 551.0, 1102.0, 1652.0, 2203.0]|2204|2008|3328
76369186_R_CC_1|[0.0, 380.0, 760.0, 1139.0, 1519.0]|1520|2072|3328
4897780_R_CC_1|[0.0, 288.0, 576.0, 863.0, 1151.0]|1152|1548|2560
75638411_R_CC_1|[0.0, 522.0, 1044.0, 1565.0, 2087.0]|2088|2496|3328
75673427_R_CC_1|[0.0, 396.0, 792.0, 1187.0, 1583.0]|1584|2076|3328
4300843_L_CC_1|[1459.0, 1734.0, 2009.0, 2284.0, 2559.0]|1459|1848|2560
76892188_R_CC_1|[0.0, 613.0, 1226.0, 1838.0, 2451.0]|2452|2072|3328
76337276_R_CC_1|[0.0, 747.0, 1494.0, 2240.0, 2987.0]|2988|1928|3328
5168991_L_CC_1|[2099.0, 2406.0, 2713.0, 3020.0, 3327.0]|2099|1864|3328
75204310_L_CC_1|[1059.0, 1626.0, 2193.0, 2760.0, 3327.0]|1059|1960|3328
4901802_L_CC_1|[1175.0, 1713.0, 2251.0, 2789.0, 3327.0]|1175|2040|3328
3048351_R_CC_1|[0.0, 390.0, 780.0, 1169.0, 1559.0]|1560|1996|3328
5298433_L_CC_1|[695.0, 1353.0, 2011.0, 2669.0, 3327.0]|695|2164|3328
76121221_R_CC_1|[0.0, 396.0, 792.0, 1187.0, 1583.0]|1584|1784|2560
5230314_L_CC_1|[299.0, 1056.0, 1813.0, 2570.0, 3327.0]|299|2100|3328
4984795_R_CC_1|[0.0, 419.0, 838.0, 1256.0, 1675.0]|1676|1960|3328
4827424_L_CC_1|[875.0, 1296.0, 1717.0, 2138.0, 2559.0]|875|1748|2560
3027491_L_CC_1|[1335.0, 1641.0, 1947.0, 2253.0, 2559.0]|1335|1972|2560
75839668_L_CC_1|[683.0, 1344.0, 2005.0, 2666.0, 3327.0]|683|1596|3328
3874076_R_CC_1|[0.0, 490.0, 980.0, 1469.0, 1959.0]|1960|2148|3328
75294087_L_CC_1|[1335.0, 1641.0, 1947.0, 2253.0, 2559.0]|1335|1584|2560
4697638_R_CC_1|[0.0, 298.0, 596.0, 893.0, 1191.0]|1192|1796|2560
4440143_L_CC_1|[1767.0, 2157.0, 2547.0, 2937.0, 3327.0]|1767|2300|3328
76541805_L_CC_1|[1203.0, 1734.0, 2265.0, 2796.0, 3327.0]|1203|1848|3328
76821080_R_CC_1|[0.0, 689.0, 1378.0, 2066.0, 2755.0]|2756|2452|3328
75844044_L_CC_1|[1707.0, 2112.0, 2517.0, 2922.0, 3327.0]|1707|2360|3328
3634561_R_CC_1|[0.0, 625.0, 1250.0, 1874.0, 2499.0]|2500|2148|3328
76153490_R_CC_1|[0.0, 310.0, 620.0, 929.0, 1239.0]|1240|2360|3328
76595431_R_CC_1|[nan, nan, nan, nan, nan]|0|704|3328
76056472_R_CC_1|[0.0, 557.0, 1114.0, 1670.0, 2227.0]|2228|2164|3328
75980748_L_CC_1|[947.0, 1350.0, 1753.0, 2156.0, 2559.0]|947|2020|2560
76223101_L_CC_1|[1519.0, 1971.0, 2423.0, 2875.0, 3327.0]|1519|1920|3328
76754595_L_CC_1|[991.0, 1383.0, 1775.0, 2167.0, 2559.0]|991|1444|2560
4839747_R_CC_1|[0.0, 287.0, 574.0, 860.0, 1147.0]|1148|1768|2560
76567515_R_CC_1|[0.0, 345.0, 690.0, 1034.0, 1379.0]|1380|1612|2560
4895301_R_CC_1|[0.0, 508.0, 1016.0, 1523.0, 2031.0]|2032|2300|3328
4199124_L_CC_1|[1687.0, 1905.0, 2123.0, 2341.0, 2559.0]|1687|1664|2560
4628130_R_CC_1|[0.0, 497.0, 994.0, 1490.0, 1987.0]|1988|2220|3328
76488180_R_CC_1|[0.0, 672.0, 1344.0, 2015.0, 2687.0]|2688|2308|3328
3085580_R_CC_1|[0.0, 312.0, 624.0, 935.0, 1247.0]|1248|1484|2560
76053315_R_CC_1|[0.0, 739.0, 1478.0, 2216.0, 2955.0]|2956|2016|3328
76175015_R_CC_1|[0.0, 575.0, 1150.0, 1724.0, 2299.0]|2300|2164|3328
4864387_L_CC_1|[815.0, 1443.0, 2071.0, 2699.0, 3327.0]|815|2068|3328
4247898_R_CC_1|[0.0, 652.0, 1304.0, 1955.0, 2607.0]|2608|2252|3328
4031506_L_CC_1|[631.0, 1305.0, 1979.0, 2653.0, 3327.0]|631|2020|3328
3874886_L_CC_1|[1267.0, 1782.0, 2297.0, 2812.0, 3327.0]|1267|1808|3328
4836125_R_CC_1|[0.0, 386.0, 772.0, 1157.0, 1543.0]|1544|2356|3328
75571780_L_CC_1|[55.0, 873.0, 1691.0, 2509.0, 3327.0]|55|2796|3328
75460942_R_CC_1|[0.0, 586.0, 1172.0, 1757.0, 2343.0]|2344|2124|3328
3474286_R_CC_1|[0.0, 426.0, 852.0, 1277.0, 1703.0]|1704|2184|3328
76081568_L_CC_1|[1655.0, 2073.0, 2491.0, 2909.0, 3327.0]|1655|2152|3328
3646500_R_CC_1|[0.0, 483.0, 966.0, 1448.0, 1931.0]|1932|2316|3328
3728158_R_CC_1|[0.0, 558.0, 1116.0, 1673.0, 2231.0]|2232|2176|3328
5191935_L_CC_1|[843.0, 1464.0, 2085.0, 2706.0, 3327.0]|843|2404|3328
5257202_R_CC_1|[0.0, 383.0, 766.0, 1148.0, 1531.0]|1532|2336|3328
76874337_L_CC_1|[835.0, 1458.0, 2081.0, 2704.0, 3327.0]|835|2452|3328
76080874_L_CC_1|[1563.0, 1812.0, 2061.0, 2310.0, 2559.0]|1563|1636|2560
76815072_R_CC_1|[0.0, 458.0, 916.0, 1373.0, 1831.0]|1832|2300|3328
75758721_L_CC_1|[2275.0, 2538.0, 2801.0, 3064.0, 3327.0]|2275|1984|3328
75190896_R_CC_1|[0.0, 452.0, 904.0, 1355.0, 1807.0]|1808|2348|3328
5191959_R_CC_1|[0.0, 322.0, 644.0, 965.0, 1287.0]|1288|2160|3328
3900350_R_CC_1|[0.0, 298.0, 596.0, 893.0, 1191.0]|1192|1856|3328
76265081_L_CC_1|[1143.0, 1689.0, 2235.0, 2781.0, 3327.0]|1143|2100|3328
76019210_L_CC_1|[1623.0, 2049.0, 2475.0, 2901.0, 3327.0]|1623|2064|3328
75162370_L_CC_1|[1783.0, 2169.0, 2555.0, 2941.0, 3327.0]|1783|2116|3328
5209916_R_CC_1|[0.0, 447.0, 894.0, 1340.0, 1787.0]|1788|2200|3328
75089430_R_CC_1|[0.0, 616.0, 1232.0, 1847.0, 2463.0]|2464|2092|3328
4155990_R_CC_1|[0.0, 736.0, 1472.0, 2207.0, 2943.0]|2944|2064|3328
76926102_R_CC_1|[0.0, 275.0, 550.0, 824.0, 1099.0]|1100|1936|2560
75329912_R_CC_1|[0.0, 590.0, 1180.0, 1769.0, 2359.0]|2360|2000|3328
4203613_R_CC_1|[0.0, 285.0, 570.0, 854.0, 1139.0]|1140|1640|2560
4715389_R_CC_1|[0.0, 400.0, 800.0, 1199.0, 1599.0]|1600|2024|3328
75961293_R_CC_1|[0.0, 821.0, 1642.0, 2462.0, 3283.0]|3284|988|3328
76791398_L_CC_1|[1791.0, 2175.0, 2559.0, 2943.0, 3327.0]|1791|1996|3328
76756136_R_CC_1|[0.0, 444.0, 888.0, 1331.0, 1775.0]|1776|2224|3328
75988566_R_CC_1|[0.0, 562.0, 1124.0, 1685.0, 2247.0]|2248|2228|3328
4647202_R_CC_1|[0.0, 413.0, 826.0, 1238.0, 1651.0]|1652|1900|3328
4801990_R_CC_1|[0.0, 457.0, 914.0, 1370.0, 1827.0]|1828|1756|2560
4827583_L_CC_1|[439.0, 1161.0, 1883.0, 2605.0, 3327.0]|439|1976|3328
5120521_R_CC_1|[0.0, 498.0, 996.0, 1493.0, 1991.0]|1992|2332|3328
76472938_R_CC_1|[0.0, 331.0, 662.0, 992.0, 1323.0]|1324|2040|3328
75157914_R_CC_1|[0.0, 409.0, 818.0, 1226.0, 1635.0]|1636|2156|3328
75002812_R_CC_1|[0.0, 438.0, 876.0, 1313.0, 1751.0]|1752|2124|3328
76771862_R_CC_1|[0.0, 349.0, 698.0, 1046.0, 1395.0]|1396|2208|3328
5121729_L_CC_1|[1843.0, 2214.0, 2585.0, 2956.0, 3327.0]|1843|1948|3328
76139668_L_CC_1|[1723.0, 2124.0, 2525.0, 2926.0, 3327.0]|1723|1936|3328
75907448_R_CC_1|[0.0, 529.0, 1058.0, 1586.0, 2115.0]|2116|2100|3328
76668707_L_CC_1|[1567.0, 2007.0, 2447.0, 2887.0, 3327.0]|1567|2316|3328
5212459_L_CC_1|[1219.0, 1746.0, 2273.0, 2800.0, 3327.0]|1219|2320|3328
75404604_L_CC_1|[999.0, 1389.0, 1779.0, 2169.0, 2559.0]|999|1724|2560
76254217_R_CC_1|[0.0, 346.0, 692.0, 1037.0, 1383.0]|1384|1580|2560
75485952_R_CC_1|[0.0, 422.0, 844.0, 1265.0, 1687.0]|1688|2144|3328
75526783_L_CC_1|[1347.0, 1842.0, 2337.0, 2832.0, 3327.0]|1347|1920|3328
75259375_R_CC_1|[0.0, 344.0, 688.0, 1031.0, 1375.0]|1376|1612|2560
5286182_L_CC_1|[1247.0, 1767.0, 2287.0, 2807.0, 3327.0]|1247|1996|3328
5115418_L_CC_1|[1051.0, 1620.0, 2189.0, 2758.0, 3327.0]|1051|2392|3328
75794546_L_CC_1|[1931.0, 2088.0, 2245.0, 2402.0, 2559.0]|1931|1600|2560
4945928_L_CC_1|[1067.0, 1632.0, 2197.0, 2762.0, 3327.0]|1067|2092|3328
4381728_L_CC_1|[1107.0, 1662.0, 2217.0, 2772.0, 3327.0]|1107|2000|3328
75794643_L_CC_1|[1099.0, 1464.0, 1829.0, 2194.0, 2559.0]|1099|1824|2560
75691547_R_CC_1|[0.0, 713.0, 1426.0, 2138.0, 2851.0]|2852|2092|3328
4763824_L_CC_1|[455.0, 1173.0, 1891.0, 2609.0, 3327.0]|455|2448|3328
3753739_R_CC_1|[0.0, 385.0, 770.0, 1154.0, 1539.0]|1540|1600|2560
5138942_L_CC_1|[439.0, 1161.0, 1883.0, 2605.0, 3327.0]|439|2084|3328
76405255_L_CC_1|[1467.0, 1932.0, 2397.0, 2862.0, 3327.0]|1467|2048|3328
75233854_L_CC_1|[1279.0, 1791.0, 2303.0, 2815.0, 3327.0]|1279|2120|3328
3953084_L_CC_1|[1203.0, 1734.0, 2265.0, 2796.0, 3327.0]|1203|1992|3328
4929633_L_CC_1|[1755.0, 2148.0, 2541.0, 2934.0, 3327.0]|1755|2192|3328
76076534_L_CC_1|[1295.0, 1803.0, 2311.0, 2819.0, 3327.0]|1295|2072|3328
75097078_R_CC_1|[0.0, 462.0, 924.0, 1385.0, 1847.0]|1848|2020|3328
76594884_L_CC_1|[927.0, 1527.0, 2127.0, 2727.0, 3327.0]|927|2452|3328
5135803_R_CC_1|[0.0, 357.0, 714.0, 1070.0, 1427.0]|1428|1740|2560
76345014_L_CC_1|[75.0, 888.0, 1701.0, 2514.0, 3327.0]|75|1992|3328
5194965_R_CC_1|[0.0, 647.0, 1294.0, 1940.0, 2587.0]|2588|2076|3328
5186320_R_CC_1|[0.0, 521.0, 1042.0, 1562.0, 2083.0]|2084|2320|3328
4036746_R_CC_1|[0.0, 334.0, 668.0, 1001.0, 1335.0]|1336|1632|2560
76109568_R_CC_1|[0.0, 448.0, 896.0, 1343.0, 1791.0]|1792|2424|3328
76774882_L_CC_1|[1267.0, 1590.0, 1913.0, 2236.0, 2559.0]|1267|1612|2560
5160814_L_CC_1|[139.0, 936.0, 1733.0, 2530.0, 3327.0]|139|1776|3328
4186820_R_CC_1|[0.0, 247.0, 494.0, 740.0, 987.0]|988|1628|2560
4254567_R_CC_1|[0.0, 581.0, 1162.0, 1742.0, 2323.0]|2324|2116|3328
75927868_R_CC_1|[0.0, 725.0, 1450.0, 2174.0, 2899.0]|2900|2040|3328
5292180_L_CC_1|[1575.0, 2013.0, 2451.0, 2889.0, 3327.0]|1575|2152|3328
75364524_R_CC_1|[0.0, 550.0, 1100.0, 1649.0, 2199.0]|2200|1992|3328
75287970_R_CC_1|[0.0, 516.0, 1032.0, 1547.0, 2063.0]|2064|2116|3328
76865771_R_CC_1|[0.0, 668.0, 1336.0, 2003.0, 2671.0]|2672|2360|3328
4076851_R_CC_1|[0.0, 400.0, 800.0, 1199.0, 1599.0]|1600|2072|3328
4093812_L_CC_1|[1335.0, 1641.0, 1947.0, 2253.0, 2559.0]|1335|1636|2560
75015100_R_CC_1|[0.0, 453.0, 906.0, 1358.0, 1811.0]|1812|1972|3328
75725948_L_CC_1|[1715.0, 2118.0, 2521.0, 2924.0, 3327.0]|1715|2364|3328
76685587_L_CC_1|[1347.0, 1842.0, 2337.0, 2832.0, 3327.0]|1347|2040|3328
75905292_R_CC_1|[0.0, 444.0, 888.0, 1331.0, 1775.0]|1776|2140|3328
76455260_L_CC_1|[931.0, 1530.0, 2129.0, 2728.0, 3327.0]|931|2048|3328
75303349_R_CC_1|[0.0, 456.0, 912.0, 1367.0, 1823.0]|1824|1592|2560
75928378_R_CC_1|[0.0, 509.0, 1018.0, 1526.0, 2035.0]|2036|2216|3328
5229667_R_CC_1|[0.0, 411.0, 822.0, 1232.0, 1643.0]|1644|2032|3328
76108728_R_CC_1|[0.0, 720.0, 1440.0, 2159.0, 2879.0]|2880|2116|3328
4768943_R_CC_1|[0.0, 543.0, 1086.0, 1628.0, 2171.0]|2172|2128|3328
76210869_R_CC_1|[0.0, 599.0, 1198.0, 1796.0, 2395.0]|2396|2396|3328
75237546_R_CC_1|[0.0, 607.0, 1214.0, 1820.0, 2427.0]|2428|2224|3328
76885874_R_CC_1|[0.0, 358.0, 716.0, 1073.0, 1431.0]|1432|1588|2560
75946926_L_CC_1|[1327.0, 1827.0, 2327.0, 2827.0, 3327.0]|1327|1740|3328
76534744_R_CC_1|[0.0, 492.0, 984.0, 1475.0, 1967.0]|1968|2232|3328
4566592_L_CC_1|[1651.0, 1878.0, 2105.0, 2332.0, 2559.0]|1651|1904|2560
75157848_L_CC_1|[1315.0, 1626.0, 1937.0, 2248.0, 2559.0]|1315|1604|2560
75205952_R_CC_1|[0.0, 338.0, 676.0, 1013.0, 1351.0]|1352|2268|3328
3877103_R_CC_1|[0.0, 328.0, 656.0, 983.0, 1311.0]|1312|2160|3328
75241000_L_CC_1|[1099.0, 1464.0, 1829.0, 2194.0, 2559.0]|1099|1780|2560
76328349_R_CC_1|[0.0, 489.0, 978.0, 1466.0, 1955.0]|1956|2004|3328
75173144_R_CC_1|[0.0, 362.0, 724.0, 1085.0, 1447.0]|1448|2240|3328
5291607_L_CC_1|[0.0, 832.0, 1664.0, 2495.0, 3327.0]|0|1332|3328
3477251_L_CC_1|[1527.0, 1977.0, 2427.0, 2877.0, 3327.0]|1527|1732|3328
76290731_L_CC_1|[1079.0, 1449.0, 1819.0, 2189.0, 2559.0]|1079|1608|2560
75074144_R_CC_1|[0.0, 321.0, 642.0, 962.0, 1283.0]|1284|1876|3328
4800066_R_CC_1|[0.0, 324.0, 648.0, 971.0, 1295.0]|1296|1964|3328
4947620_R_CC_1|[0.0, 439.0, 878.0, 1316.0, 1755.0]|1756|1756|2560
75819546_R_CC_1|[0.0, 391.0, 782.0, 1172.0, 1563.0]|1564|2236|3328
76896674_L_CC_1|[939.0, 1344.0, 1749.0, 2154.0, 2559.0]|939|1668|2560
76746399_R_CC_1|[0.0, 338.0, 676.0, 1013.0, 1351.0]|1352|1792|2560
4462580_L_CC_1|[923.0, 1524.0, 2125.0, 2726.0, 3327.0]|923|2224|3328
75384475_L_CC_1|[1431.0, 1905.0, 2379.0, 2853.0, 3327.0]|1431|1852|3328
76313014_L_CC_1|[1875.0, 2238.0, 2601.0, 2964.0, 3327.0]|1875|1920|3328
76125812_L_CC_1|[1055.0, 1623.0, 2191.0, 2759.0, 3327.0]|1055|1932|3328
3004287_L_CC_1|[951.0, 1353.0, 1755.0, 2157.0, 2559.0]|951|1732|2560
3629001_L_CC_1|[859.0, 1476.0, 2093.0, 2710.0, 3327.0]|859|2160|3328
5117285_L_CC_1|[1495.0, 1953.0, 2411.0, 2869.0, 3327.0]|1495|1796|3328
75245367_L_CC_1|[1931.0, 2280.0, 2629.0, 2978.0, 3327.0]|1931|2040|3328
75131246_L_CC_1|[1679.0, 2091.0, 2503.0, 2915.0, 3327.0]|1679|2092|3328
75055695_L_CC_1|[1263.0, 1779.0, 2295.0, 2811.0, 3327.0]|1263|2232|3328
3490545_R_CC_1|[0.0, 374.0, 748.0, 1121.0, 1495.0]|1496|1728|3328
76183406_L_CC_1|[1687.0, 2097.0, 2507.0, 2917.0, 3327.0]|1687|1988|3328
76195811_L_CC_1|[1679.0, 2091.0, 2503.0, 2915.0, 3327.0]|1679|2068|3328
76198385_L_CC_1|[1515.0, 1968.0, 2421.0, 2874.0, 3327.0]|1515|2072|3328
76335969_L_CC_1|[715.0, 1368.0, 2021.0, 2674.0, 3327.0]|715|2132|3328
75670705_L_CC_1|[1743.0, 2139.0, 2535.0, 2931.0, 3327.0]|1743|2300|3328
76360520_L_CC_1|[1627.0, 2052.0, 2477.0, 2902.0, 3327.0]|1627|2004|3328
76446125_L_CC_1|[699.0, 1356.0, 2013.0, 2670.0, 3327.0]|699|1736|3328
76493283_L_CC_1|[803.0, 1434.0, 2065.0, 2696.0, 3327.0]|803|1912|3328
75294087_R_CC_1|[0.0, 289.0, 578.0, 866.0, 1155.0]|1156|1784|2560
76304411_L_CC_1|[1103.0, 1467.0, 1831.0, 2195.0, 2559.0]|1103|1916|2560
76072622_R_CC_1|[nan, nan, nan, nan, nan]|0|2200|3328
75939521_R_CC_1|[0.0, 395.0, 790.0, 1184.0, 1579.0]|1580|1872|2560
76067662_R_CC_1|[0.0, 415.0, 830.0, 1244.0, 1659.0]|1660|2088|3328
4764871_R_CC_1|[0.0, 627.0, 1254.0, 1880.0, 2507.0]|2508|2216|3328
75481194_L_CC_1|[471.0, 1185.0, 1899.0, 2613.0, 3327.0]|471|2128|3328
76881272_L_CC_1|[1043.0, 1614.0, 2185.0, 2756.0, 3327.0]|1043|2100|3328
75607810_L_CC_1|[1795.0, 2178.0, 2561.0, 2944.0, 3327.0]|1795|1960|3328
76628697_R_CC_1|[nan, nan, nan, nan, nan]|0|1892|3328
4701627_R_CC_1|[0.0, 611.0, 1222.0, 1832.0, 2443.0]|2444|1996|3328
4868772_L_CC_1|[1471.0, 1743.0, 2015.0, 2287.0, 2559.0]|1471|1892|2560
76029759_L_CC_1|[1307.0, 1812.0, 2317.0, 2822.0, 3327.0]|1307|2516|3328
3737000_R_CC_1|[0.0, 527.0, 1054.0, 1580.0, 2107.0]|2108|2092|3328
76847243_R_CC_1|[0.0, 563.0, 1126.0, 1688.0, 2251.0]|2252|2368|3328
75951528_L_CC_1|[1563.0, 2004.0, 2445.0, 2886.0, 3327.0]|1563|2088|3328
75073909_R_CC_1|[0.0, 434.0, 868.0, 1301.0, 1735.0]|1736|2024|3328
4090010_L_CC_1|[1399.0, 1881.0, 2363.0, 2845.0, 3327.0]|1399|1956|3328
76184759_R_CC_1|[0.0, 618.0, 1236.0, 1853.0, 2471.0]|2472|2080|3328
4861331_R_CC_1|[0.0, 506.0, 1012.0, 1517.0, 2023.0]|2024|1916|3328
75430973_L_CC_1|[1355.0, 1656.0, 1957.0, 2258.0, 2559.0]|1355|1308|2560
76637231_R_CC_1|[0.0, 434.0, 868.0, 1301.0, 1735.0]|1736|2168|3328
75324980_L_CC_1|[603.0, 1284.0, 1965.0, 2646.0, 3327.0]|603|2296|3328
3494239_R_CC_1|[0.0, 461.0, 922.0, 1382.0, 1843.0]|1844|2128|3328
75455425_L_CC_1|[1131.0, 1680.0, 2229.0, 2778.0, 3327.0]|1131|1552|3328
75141408_R_CC_1|[0.0, 547.0, 1094.0, 1640.0, 2187.0]|2188|2140|3328
